                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                    1.4,                 1.6605,                 1.1158,                0.43917,                0.73555,                0.56533,                 0.3519,                 1.3809,                 1.4855,                 1.1634,               0.000854,               0.000854,               0.000854
                     18,                 1.4093,                  1.682,                 1.1455,                0.43917,                0.73555,                0.56533,                 0.3519,                 1.3809,                 1.4855,                 1.1634,             0.00082925,             0.00082925,             0.00082925
                     19,                 1.3355,                 1.5812,                 1.1348,                0.51502,                0.66083,                0.58327,                 0.3779,                 1.2847,                 1.4943,                 1.1286,              0.0008045,              0.0008045,              0.0008045
                     20,                 1.3059,                 1.5678,                  1.137,                 0.5943,                0.53102,                0.59527,                0.39248,                  1.264,                 1.5488,                 1.1215,             0.00077975,             0.00077975,             0.00077975
                     21,                  1.323,                 1.7449,                  1.133,                 0.5783,                0.52269,                0.56801,                0.36748,                 1.2667,                 1.4843,                 1.1235,               0.000755,               0.000755,               0.000755
                     22,                 1.1919,                 1.4502,                 1.0937,                 0.5783,                0.52269,                0.56801,                0.36748,                 1.2667,                 1.4843,                 1.1235,             0.00073025,             0.00073025,             0.00073025
                     23,                 1.3102,                 1.5629,                 1.1223,                0.50822,                0.52176,                0.57477,                 0.3815,                 1.2446,                 1.6487,                 1.1033,              0.0007055,              0.0007055,              0.0007055
                     24,                 1.2909,                  1.546,                 1.0728,                0.55574,                0.54933,                0.58373,                0.40058,                 1.1746,                 1.7331,                 1.0717,             0.00068075,             0.00068075,             0.00068075
                     25,                  1.295,                 1.5796,                 1.0988,                0.54359,                0.55409,                 0.5668,                0.39786,                 1.1391,                 1.6951,                 1.0588,               0.000656,               0.000656,               0.000656
                     26,                 1.3144,                 1.5612,                 1.1475,                0.54359,                0.55409,                 0.5668,                0.39786,                 1.1391,                 1.6951,                 1.0588,             0.00063125,             0.00063125,             0.00063125
                     27,                 1.2104,                  1.462,                  1.075,                0.53768,                0.60054,                0.58115,                0.38836,                 1.1901,                 1.6142,                 1.0786,              0.0006065,              0.0006065,              0.0006065
                     28,                 1.2901,                 1.5189,                 1.1199,                0.51087,                0.64901,                0.57437,                0.38849,                 1.1729,                 1.5874,                 1.0699,             0.00058175,             0.00058175,             0.00058175
                     29,                 1.2087,                 1.4506,                 1.0694,                0.53739,                0.66412,                0.60186,                0.41668,                 1.1157,                 1.5169,                 1.0456,               0.000557,               0.000557,               0.000557
                     30,                 1.1639,                 1.4014,                 1.0516,                0.53739,                0.66412,                0.60186,                0.41668,                 1.1157,                 1.5169,                 1.0456,             0.00053225,             0.00053225,             0.00053225
                     31,                 1.1751,                    1.5,                 1.0479,                 0.5732,                0.64167,                0.60421,                0.42394,                 1.0883,                 1.4646,                 1.0392,              0.0005075,              0.0005075,              0.0005075
                     32,                 1.2436,                 1.4608,                 1.1282,                0.58747,                0.71389,                0.65107,                0.45319,                 1.1035,                 1.3562,                 1.0506,             0.00048275,             0.00048275,             0.00048275
                     33,                 1.1064,                 1.4144,                 1.1071,                0.63668,                0.72442,                0.69219,                0.46869,                 1.1257,                 1.2746,                 1.0593,               0.000458,               0.000458,               0.000458
                     34,                 1.3147,                 1.4123,                 1.0909,                0.63668,                0.72442,                0.69219,                0.46869,                 1.1257,                 1.2746,                 1.0593,             0.00043325,             0.00043325,             0.00043325
                     35,                 1.2299,                 1.3212,                 1.0936,                0.57087,                0.70278,                0.70052,                0.46664,                 1.1255,                 1.2546,                 1.0651,              0.0004085,              0.0004085,              0.0004085
                     36,                 1.2948,                 1.3587,                 1.0714,                0.78005,                0.56481,                0.69913,                0.47224,                 1.0978,                 1.2781,                   1.06,             0.00038375,             0.00038375,             0.00038375
                     37,                 1.2071,                 1.3812,                 1.0472,                 0.6995,                0.64249,                0.72102,                0.50153,                 1.0716,                 1.2697,                 1.0499,               0.000359,               0.000359,               0.000359
                     38,                 1.1386,                 1.2759,                 1.0253,                 0.6995,                0.64249,                0.72102,                0.50153,                 1.0716,                 1.2697,                 1.0499,             0.00033425,             0.00033425,             0.00033425
                     39,                 1.1965,                  1.353,                 1.0777,                0.64331,                 0.7219,                0.74595,                0.52107,                 1.0441,                 1.2563,                 1.0379,              0.0003095,              0.0003095,              0.0003095
                     40,                 1.1127,                 1.3689,                  1.045,                0.64875,                0.77029,                0.75155,                0.53407,                 1.0254,                  1.208,                 1.0272,             0.00028475,             0.00028475,             0.00028475
                     41,                 1.0988,                 1.2697,                 1.0079,                0.63827,                 0.7875,                0.76619,                0.54682,                 1.0176,                  1.141,                 1.0151,                0.00026,                0.00026,                0.00026
                     42,                 1.1535,                 1.3245,                 1.0018,                0.63827,                 0.7875,                0.76619,                0.54682,                 1.0176,                  1.141,                 1.0151,             0.00023525,             0.00023525,             0.00023525
                     43,                 1.1033,                 1.1848,                 1.0473,                0.70089,                0.78117,                0.76745,                0.54265,                 1.0306,                  1.112,                 1.0152,              0.0002105,              0.0002105,              0.0002105
                     44,                  1.144,                 1.3265,                  1.034,                0.67418,                 0.7713,                0.76983,                0.54534,                 1.0341,                  1.102,                 1.0166,             0.00018575,             0.00018575,             0.00018575
                     45,                 1.1403,                 1.2637,                 1.0494,                0.68469,                0.77284,                0.78031,                0.55685,                 1.0209,                 1.0894,                 1.0124,               0.000161,               0.000161,               0.000161
                     46,                 1.0741,                 1.2507,                 1.0218,                0.68469,                0.77284,                0.78031,                0.55685,                 1.0209,                 1.0894,                 1.0124,             0.00013625,             0.00013625,             0.00013625
                     47,                 1.2135,                 1.2808,                 1.0556,                0.65896,                0.78336,                0.79117,                0.56887,                 1.0198,                 1.0857,                 1.0115,              0.0001115,              0.0001115,              0.0001115
                     48,                 1.1088,                 1.2593,                  1.027,                0.69183,                0.76204,                0.79197,                0.57297,                 1.0132,                 1.0734,                 1.0083,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 1.1013,                 1.2176,                 1.0254,                0.71974,                0.72707,                0.79549,                0.57458,                 1.0059,                  1.064,                 1.0058,                6.2e-05,                6.2e-05,                6.2e-05
