                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.93745,                0.78625,                 1.1087,                 0.4213,                0.29501,                0.36925,                0.21871,                 1.3961,                 1.4238,                 1.4834,             0.00064803,             0.00064803,             0.00064803
                     30,                 1.0202,                 0.8163,                 1.0601,                0.50463,                0.25242,                 0.3746,                0.23037,                 1.3497,                 1.3145,                 1.4781,             0.00064567,             0.00064567,             0.00064567
                     31,                0.98033,                0.75266,                 1.0863,                0.41667,                0.18305,                0.29664,                0.21649,                 1.3295,                 1.4651,                 1.4448,             0.00064331,             0.00064331,             0.00064331
                     32,                0.96284,                 0.7255,                  1.032,                0.55556,                0.31838,                0.42573,                0.29611,                 1.4418,                 1.5829,                 1.4997,             0.00064096,             0.00064096,             0.00064096
                     33,                 1.1106,                0.75789,                 1.0641,                0.59877,                0.36838,                 0.5089,                0.40677,                 1.4478,                 1.5443,                 1.5006,              0.0006386,              0.0006386,              0.0006386
                     34,                0.93337,                0.73877,                 1.0673,                0.65079,                0.44387,                0.59177,                0.44966,                 1.4053,                  1.225,                 1.4512,             0.00063625,             0.00063625,             0.00063625
                     35,                0.95309,                0.69623,                 1.0523,                0.50842,                0.34473,                0.43804,                0.30398,                  1.333,                 1.2809,                 1.3846,             0.00063389,             0.00063389,             0.00063389
                     36,                0.96539,                0.73804,                 1.0996,                0.37654,                0.17949,                0.29159,                0.22646,                 1.3208,                 1.3191,                  1.412,             0.00063153,             0.00063153,             0.00063153
                     37,                0.93306,                0.69171,                  1.033,                0.54444,                0.18248,                0.36044,                0.25686,                 1.4137,                  1.335,                 1.4769,             0.00062918,             0.00062918,             0.00062918
                     38,                0.93921,                0.67816,                 1.0622,                0.64444,                0.31553,                  0.483,                0.36124,                 1.3388,                 1.2458,                 1.4704,             0.00062682,             0.00062682,             0.00062682
                     39,                0.97396,                0.73419,                 1.0917,                0.76852,                0.39772,                0.57988,                0.39841,                 1.3571,                 0.9529,                 1.4253,             0.00062446,             0.00062446,             0.00062446
                     40,                0.94159,                0.72613,                 1.0636,                0.74074,                0.41068,                 0.5703,                0.41101,                 1.2471,                 1.0131,                  1.406,             0.00062211,             0.00062211,             0.00062211
                     41,                0.91842,                0.70102,                 1.0561,                0.59877,                0.27023,                0.43504,                0.33852,                 1.2842,                 1.2982,                 1.3934,             0.00061975,             0.00061975,             0.00061975
                     42,                0.93609,                0.65813,                 1.0285,                0.65556,                0.36766,                0.50401,                0.37768,                 1.2716,                 1.2192,                 1.4118,              0.0006174,              0.0006174,              0.0006174
                     43,                0.94293,                 0.6619,                 1.0494,                0.62654,                0.42208,                0.53462,                0.37666,                 1.2569,                 1.0934,                  1.427,             0.00061504,             0.00061504,             0.00061504
                     44,                 0.8511,                0.63102,                 1.0091,                0.62685,                0.41353,                0.53316,                0.37536,                 1.2925,                 1.2313,                 1.4367,             0.00061268,             0.00061268,             0.00061268
                     45,                0.92829,                0.64003,                 1.0438,                 0.5713,                0.40427,                0.48243,                0.32514,                 1.3555,                 1.2868,                 1.4655,             0.00061033,             0.00061033,             0.00061033
                     46,                0.87337,                0.70764,                 1.0557,                0.55432,                0.42764,                0.48251,                0.32165,                 1.3672,                 1.3003,                 1.4333,             0.00060797,             0.00060797,             0.00060797
                     47,                0.86083,                0.61382,                0.98939,                0.55898,                0.39359,                0.47526,                0.32744,                   1.36,                 1.2437,                 1.4448,             0.00060561,             0.00060561,             0.00060561
                     48,                0.92183,                0.72265,                 1.0548,                0.67407,                0.48689,                 0.5807,                0.43787,                 1.3226,                 1.0406,                 1.4439,             0.00060326,             0.00060326,             0.00060326
                     49,                0.85084,                0.66373,                 1.0331,                0.72222,                 0.4235,                0.57819,                 0.4309,                 1.3602,                 1.0043,                 1.4763,              0.0006009,              0.0006009,              0.0006009
                     50,                0.88757,                0.61774,                 1.0268,                0.76667,                0.46766,                0.61275,                0.43796,                  1.415,                 1.0127,                 1.5482,             0.00059855,             0.00059855,             0.00059855
                     51,                0.84123,                0.56292,                0.97574,                0.87879,                0.59658,                0.73399,                0.52036,                 1.4184,                0.89885,                 1.5305,             0.00059619,             0.00059619,             0.00059619
                     52,                0.82253,                0.59355,                 1.0087,                0.98765,                 0.6906,                 0.8371,                0.58663,                  1.394,                0.84421,                 1.4759,             0.00059383,             0.00059383,             0.00059383
                     53,                0.79836,                0.57916,                 1.0053,                0.89444,                 0.6443,                 0.8103,                 0.5706,                 1.3899,                0.96263,                 1.4882,             0.00059148,             0.00059148,             0.00059148
                     54,                0.81401,                0.65109,                 1.0737,                0.78519,                0.53618,                0.67657,                 0.4523,                 1.3981,                 1.0029,                 1.5139,             0.00058912,             0.00058912,             0.00058912
                     55,                0.79475,                0.55819,                 0.9847,                0.79233,                0.59402,                0.68827,                0.47863,                 1.3346,                 0.9695,                 1.4448,             0.00058677,             0.00058677,             0.00058677
                     56,                0.86026,                0.58423,                0.98789,                0.84704,                0.61325,                0.71428,                0.52133,                 1.3287,                0.90197,                 1.4372,             0.00058441,             0.00058441,             0.00058441
                     57,                0.81331,                0.61969,                 1.0619,                    0.8,                0.67507,                0.74479,                0.54423,                 1.2975,                0.94438,                 1.3991,             0.00058205,             0.00058205,             0.00058205
                     58,                0.79042,                0.55194,                0.98912,                0.84091,                0.62877,                 0.7406,                0.51747,                 1.3197,                0.92824,                 1.4303,              0.0005797,              0.0005797,              0.0005797
                     59,                0.76314,                0.54003,                 1.0107,                0.84074,                0.54174,                0.69673,                0.49354,                 1.2932,                0.96038,                 1.3817,             0.00057734,             0.00057734,             0.00057734
                     60,                0.80318,                0.56242,                0.98606,                0.83333,                 0.6151,                0.73279,                0.53882,                 1.2532,                 1.0178,                 1.3208,             0.00057498,             0.00057498,             0.00057498
                     61,                0.79798,                0.57442,                0.97578,                0.83165,                0.60655,                0.71711,                0.51794,                 1.3121,                 1.0496,                 1.3779,             0.00057263,             0.00057263,             0.00057263
                     62,                0.78764,                0.52222,                0.97244,                0.83333,                 0.6614,                0.74366,                 0.5204,                 1.3298,                 0.9712,                 1.3653,             0.00057027,             0.00057027,             0.00057027
                     63,                0.78617,                0.54231,                0.98493,                 0.9537,                0.70883,                0.82618,                0.59786,                 1.2919,                0.95559,                 1.3192,             0.00056792,             0.00056792,             0.00056792
                     64,                0.79788,                0.54791,                0.98882,                0.95185,                0.71026,                0.82795,                0.60992,                 1.2367,                0.91775,                 1.3013,             0.00056556,             0.00056556,             0.00056556
                     65,                0.74476,                0.49259,                0.95662,                0.95185,                0.58989,                0.77636,                0.59274,                 1.1707,                0.86426,                 1.2698,              0.0005632,              0.0005632,              0.0005632
                     66,                 0.7448,                0.51366,                0.96468,                0.99074,                 0.7255,                0.85506,                0.67076,                 1.1455,                0.82733,                 1.2841,             0.00056085,             0.00056085,             0.00056085
                     67,                0.72031,                0.49468,                0.94949,                 0.9899,                0.77251,                 0.8764,                0.65627,                 1.1869,                0.76937,                 1.3232,             0.00055849,             0.00055849,             0.00055849
                     68,                0.76362,                0.55058,                0.99572,                0.95286,                0.71325,                0.83657,                0.66138,                  1.216,                0.79193,                  1.344,             0.00055613,             0.00055613,             0.00055613
                     69,                0.76403,                0.53089,                  0.983,                0.84175,                0.57436,                0.71213,                 0.5347,                 1.2372,                0.79147,                 1.3253,             0.00055378,             0.00055378,             0.00055378
                     70,                0.79085,                0.52437,                0.98041,                0.81481,                0.60513,                0.71808,                 0.5387,                 1.2136,                0.78909,                 1.3286,             0.00055142,             0.00055142,             0.00055142
                     71,                0.76584,                0.50109,                0.94954,                0.82037,                0.62735,                0.72922,                 0.5486,                 1.1751,                0.84804,                 1.3081,             0.00054907,             0.00054907,             0.00054907
                     72,                0.77711,                0.52329,                 0.9724,                0.85185,                0.57735,                0.70808,                0.51836,                 1.2181,                0.94388,                 1.2819,             0.00054671,             0.00054671,             0.00054671
                     73,                 0.7593,                0.51811,                0.94403,                0.80952,                0.53291,                0.66705,                0.50279,                 1.2139,                 1.0006,                  1.261,             0.00054435,             0.00054435,             0.00054435
                     74,                 0.7622,                0.51002,                 0.9519,                   0.75,                 0.5614,                0.66231,                0.47906,                 1.2266,                0.92888,                 1.2955,               0.000542,               0.000542,               0.000542
                     75,                0.71946,                0.50562,                0.97209,                0.95185,                0.67692,                0.82253,                0.63314,                 1.1904,                0.83953,                 1.2639,             0.00053964,             0.00053964,             0.00053964
                     76,                0.75038,                0.51829,                0.98581,                0.95997,                0.69402,                0.82997,                0.64348,                 1.1813,                0.84395,                 1.2745,             0.00053728,             0.00053728,             0.00053728
                     77,                0.70632,                0.49801,                0.95295,                0.94664,                0.69466,                0.82561,                0.65634,                 1.1553,                0.78151,                 1.2831,             0.00053493,             0.00053493,             0.00053493
                     78,                0.68981,                0.49958,                0.95903,                0.94276,                0.74174,                0.84897,                0.64044,                 1.1563,                0.78644,                  1.274,             0.00053257,             0.00053257,             0.00053257
                     79,                0.69832,                0.48555,                0.95111,                0.96856,                0.68547,                0.82323,                0.63382,                 1.1719,                0.79601,                 1.2753,             0.00053022,             0.00053022,             0.00053022
                     80,                0.71195,                0.48943,                0.95366,                0.95286,                0.83177,                0.89528,                0.67777,                 1.1551,                0.75723,                 1.2756,             0.00052786,             0.00052786,             0.00052786
                     81,                0.71164,                0.49403,                 0.9386,                0.95286,                0.83732,                0.89826,                0.68489,                 1.1417,                0.69932,                 1.2393,              0.0005255,              0.0005255,              0.0005255
                     82,                0.68417,                0.48353,                0.93894,                0.93699,                0.85142,                0.90451,                0.68038,                 1.1765,                0.72312,                 1.2405,             0.00052315,             0.00052315,             0.00052315
                     83,                0.71437,                0.50751,                0.93483,                0.90741,                0.87365,                0.90799,                0.67837,                 1.1887,                0.80368,                 1.2462,             0.00052079,             0.00052079,             0.00052079
                     84,                0.72182,                0.49468,                0.95537,                0.89731,                0.80028,                 0.8612,                0.64147,                 1.1956,                0.89323,                 1.2564,             0.00051844,             0.00051844,             0.00051844
                     85,                0.73112,                0.49355,                 0.9616,                0.89731,                0.76325,                0.84399,                0.63467,                 1.2458,                0.89936,                 1.2935,             0.00051608,             0.00051608,             0.00051608
                     86,                0.67024,                0.48952,                0.95191,                 0.9537,                0.80883,                0.86655,                0.66005,                 1.2374,                0.85924,                 1.3072,             0.00051372,             0.00051372,             0.00051372
                     87,                0.73065,                 0.5096,                 0.9601,                0.94694,                0.78105,                0.86168,                 0.6545,                 1.2371,                 0.8386,                 1.3179,             0.00051137,             0.00051137,             0.00051137
                     88,                0.64788,                0.44808,                0.92324,                0.90844,                0.78105,                0.85831,                0.63493,                 1.2129,                0.83231,                 1.3136,             0.00050901,             0.00050901,             0.00050901
                     89,                0.71851,                0.51355,                 0.9478,                0.91809,                0.83105,                0.88612,                0.66119,                 1.2117,                0.79855,                  1.346,             0.00050665,             0.00050665,             0.00050665
                     90,                0.66495,                0.45236,                0.93028,                0.92271,                0.83105,                0.88686,                 0.6759,                 1.2187,                0.83421,                  1.358,              0.0005043,              0.0005043,              0.0005043
                     91,                0.70625,                 0.4903,                0.94942,                 0.9537,                0.79402,                0.86951,                0.68272,                 1.2039,                0.83435,                 1.3459,             0.00050194,             0.00050194,             0.00050194
                     92,                0.65643,                0.45105,                0.94443,                 0.9537,                0.79402,                0.86877,                0.68908,                  1.164,                 0.8076,                 1.3383,             0.00049959,             0.00049959,             0.00049959
                     93,                0.71513,                0.48084,                0.93434,                 0.9537,                0.83105,                0.88673,                0.69593,                 1.1703,                0.77853,                  1.357,             0.00049723,             0.00049723,             0.00049723
                     94,                0.68615,                0.45269,                0.91949,                0.95286,                0.78547,                0.86417,                0.65036,                 1.1976,                 0.7685,                 1.3313,             0.00049487,             0.00049487,             0.00049487
                     95,                0.72692,                 0.4672,                0.95862,                0.95286,                0.76325,                0.85306,                0.66008,                 1.1883,                0.73927,                 1.3266,             0.00049252,             0.00049252,             0.00049252
                     96,                0.68692,                 0.4715,                0.96217,                 0.9537,                0.80883,                0.87562,                0.67298,                 1.1796,                0.70581,                 1.3189,             0.00049016,             0.00049016,             0.00049016
                     97,                0.65772,                0.47955,                 0.9306,                 0.9537,                0.80883,                0.88419,                0.69342,                 1.1787,                 0.7191,                 1.3113,              0.0004878,              0.0004878,              0.0004878
                     98,                0.66706,                0.43332,                0.94433,                0.96296,                0.78105,                0.87974,                0.66991,                 1.2122,                0.76459,                 1.3284,             0.00048545,             0.00048545,             0.00048545
                     99,                 0.6488,                0.44429,                0.90574,                0.96296,                0.80328,                0.89229,                0.68265,                 1.1829,                0.75086,                 1.3172,             0.00048309,             0.00048309,             0.00048309
                    100,                 0.6762,                0.45071,                 0.9307,                0.96296,                0.83105,                0.89701,                 0.7024,                 1.1772,                0.82317,                 1.3425,             0.00048074,             0.00048074,             0.00048074
                    101,                 0.6114,                0.40989,                0.90877,                0.91667,                0.79402,                0.87253,                0.68156,                 1.1673,                0.79709,                  1.318,             0.00047838,             0.00047838,             0.00047838
                    102,                 0.7059,                0.44354,                0.93343,                0.91667,                0.79402,                0.87253,                0.69644,                 1.2015,                0.81932,                 1.3428,             0.00047602,             0.00047602,             0.00047602
                    103,                0.63729,                0.43694,                0.91522,                0.91667,                0.76624,                0.85994,                0.68526,                 1.1745,                0.84252,                 1.2778,             0.00047367,             0.00047367,             0.00047367
                    104,                0.61053,                0.41742,                0.91452,                0.80556,                0.65513,                0.74939,                0.57997,                 1.1811,                0.84071,                 1.2771,             0.00047131,             0.00047131,             0.00047131
                    105,                0.58565,                0.39847,                0.89249,                0.85169,                0.64096,                0.75383,                0.57767,                   1.19,                0.84262,                 1.2798,             0.00046896,             0.00046896,             0.00046896
                    106,                0.63093,                0.41044,                 0.9252,                0.81508,                 0.6255,                0.74198,                 0.5569,                 1.2017,                0.80398,                 1.3071,              0.0004666,              0.0004666,              0.0004666
                    107,                0.62748,                0.40893,                0.91527,                0.96296,                0.70883,                 0.8372,                0.65029,                 1.2021,                 0.7752,                  1.325,             0.00046424,             0.00046424,             0.00046424
                    108,                0.61627,                0.42353,                0.93192,                0.96296,                0.70883,                 0.8372,                0.64826,                 1.1903,                0.74703,                  1.358,             0.00046189,             0.00046189,             0.00046189
                    109,                0.65276,                0.47484,                0.95955,                 0.9537,                0.75328,                0.86161,                0.67038,                 1.2078,                0.74418,                 1.3613,             0.00045953,             0.00045953,             0.00045953
                    110,                0.61903,                0.43765,                0.90653,                0.99074,                0.79587,                0.88859,                0.67193,                 1.2308,                0.77512,                 1.3353,             0.00045717,             0.00045717,             0.00045717
                    111,                0.59869,                0.44525,                 0.9183,                0.85185,                0.70698,                 0.7884,                0.57318,                 1.2306,                0.87063,                 1.3187,             0.00045482,             0.00045482,             0.00045482
                    112,                0.60546,                0.42936,                0.90129,                0.79175,                0.68362,                0.75072,                0.54935,                 1.2214,                0.89326,                 1.3127,             0.00045246,             0.00045246,             0.00045246
                    113,                0.58155,                0.41443,                0.90257,                0.77694,                0.65584,                0.71574,                0.52236,                 1.2402,                0.87226,                 1.3196,             0.00045011,             0.00045011,             0.00045011
                    114,                0.60291,                0.39957,                0.89854,                0.75926,                0.63661,                0.71396,                0.53069,                 1.2464,                0.84589,                 1.3288,             0.00044775,             0.00044775,             0.00044775
                    115,                0.60181,                0.43914,                0.91877,                0.81481,                0.67365,                0.76229,                0.57513,                 1.2257,                0.76454,                 1.3242,             0.00044539,             0.00044539,             0.00044539
                    116,                0.57997,                0.41285,                0.90836,                0.80556,                0.66439,                0.75198,                0.55488,                 1.2384,                0.72355,                 1.3509,             0.00044304,             0.00044304,             0.00044304
                    117,                0.59323,                0.42226,                0.89177,                0.80556,                0.66439,                0.75198,                0.56026,                 1.2339,                 0.7226,                 1.3487,             0.00044068,             0.00044068,             0.00044068
                    118,                0.59186,                 0.4031,                   0.91,                0.80098,                0.65513,                0.74729,                0.55586,                 1.2013,                0.75119,                 1.3228,             0.00043832,             0.00043832,             0.00043832
                    119,                0.59436,                0.41508,                0.90181,                0.76994,                0.65513,                0.74368,                0.56552,                 1.1834,                 0.7518,                 1.3074,             0.00043597,             0.00043597,             0.00043597
                    120,                0.56622,                0.39036,                0.88808,                0.79772,                0.61068,                0.72275,                 0.5512,                 1.1848,                0.73487,                 1.3159,             0.00043361,             0.00043361,             0.00043361
                    121,                0.59677,                0.40656,                0.89086,                0.83476,                0.64772,                0.74679,                 0.5696,                 1.1553,                0.70912,                  1.302,             0.00043126,             0.00043126,             0.00043126
                    122,                0.61996,                0.40156,                0.93454,                0.83476,                0.66994,                0.75806,                 0.5656,                 1.1954,                0.71752,                 1.3479,              0.0004289,              0.0004289,              0.0004289
                    123,                0.56036,                0.37887,                0.91737,                0.83476,                0.69217,                0.77109,                0.56758,                 1.2428,                0.74563,                 1.3675,             0.00042654,             0.00042654,             0.00042654
                    124,                0.57803,                0.42561,                0.89249,                0.80698,                0.69217,                0.76183,                0.56277,                  1.228,                0.73742,                  1.364,             0.00042419,             0.00042419,             0.00042419
                    125,                0.57225,                0.39395,                0.89998,                0.91931,                0.78405,                0.86045,                0.67256,                 1.1745,                 0.7667,                 1.3326,             0.00042183,             0.00042183,             0.00042183
                    126,                0.56153,                0.40404,                0.90954,                0.91931,                0.79886,                0.85652,                0.65739,                 1.1751,                0.80854,                 1.3197,             0.00041947,             0.00041947,             0.00041947
                    127,                0.54537,                 0.3795,                 0.9074,                0.91931,                0.79886,                0.83805,                0.63713,                 1.2283,                0.80765,                 1.3501,             0.00041712,             0.00041712,             0.00041712
                    128,                0.54275,                0.37911,                0.90748,                0.91931,                0.79886,                0.82897,                 0.6407,                 1.2115,                0.76309,                 1.3569,             0.00041476,             0.00041476,             0.00041476
                    129,                0.51911,                0.37716,                0.88297,                0.91809,                0.79031,                0.83232,                0.64994,                 1.2207,                0.75203,                 1.3958,             0.00041241,             0.00041241,             0.00041241
                    130,                0.57759,                0.40409,                0.90496,                0.91809,                0.84031,                 0.8852,                0.66525,                 1.2188,                0.76788,                  1.404,             0.00041005,             0.00041005,             0.00041005
                    131,                0.56218,                0.39047,                0.91031,                0.94587,                0.84031,                0.87612,                0.66914,                 1.1949,                0.73589,                  1.401,             0.00040769,             0.00040769,             0.00040769
                    132,                0.52524,                0.37245,                0.86956,                0.94587,                0.81809,                0.86382,                0.67548,                 1.1788,                0.74427,                 1.4014,             0.00040534,             0.00040534,             0.00040534
                    133,                 0.5356,                0.38982,                0.88859,                0.89957,                0.79031,                0.83601,                0.65364,                  1.196,                0.78099,                 1.4055,             0.00040298,             0.00040298,             0.00040298
                    134,                 0.5328,                0.36637,                0.89554,                0.89957,                0.79031,                 0.8371,                0.65562,                 1.1804,                0.84575,                 1.3825,             0.00040063,             0.00040063,             0.00040063
                    135,                0.55445,                0.40993,                0.89702,                0.89957,                0.81254,                0.85416,                0.66245,                 1.1668,                0.84218,                 1.3351,             0.00039827,             0.00039827,             0.00039827
                    136,                0.53457,                0.36035,                0.88898,                0.87179,                0.81254,                0.84561,                0.63458,                 1.1602,                0.82036,                 1.3236,             0.00039591,             0.00039591,             0.00039591
                    137,                0.53232,                0.36756,                0.88213,                0.90741,                0.86809,                0.87882,                0.65665,                 1.1956,                0.78844,                 1.3276,             0.00039356,             0.00039356,             0.00039356
                    138,                0.55638,                0.37577,                0.89861,                0.90741,                0.86809,                0.87956,                0.65624,                 1.2136,                0.80826,                 1.3513,              0.0003912,              0.0003912,              0.0003912
                    139,                 0.5581,                0.38537,                0.89691,                0.90706,                0.86455,                0.87353,                0.63517,                 1.2454,                0.79779,                  1.378,             0.00038884,             0.00038884,             0.00038884
                    140,                0.54254,                0.37822,                  0.906,                0.93519,                0.86809,                0.87414,                0.64313,                 1.2358,                0.78651,                 1.3744,             0.00038649,             0.00038649,             0.00038649
                    141,                0.59922,                0.39813,                0.90963,                0.93519,                0.86809,                 0.8735,                0.64505,                 1.1976,                0.77914,                 1.3458,             0.00038413,             0.00038413,             0.00038413
                    142,                0.56091,                0.36735,                0.89772,                0.92593,                0.79402,                0.84675,                0.64991,                 1.1675,                0.73708,                 1.3432,             0.00038178,             0.00038178,             0.00038178
                    143,                 0.5485,                0.36386,                0.90377,                0.90076,                0.79402,                0.85125,                 0.6393,                 1.1792,                0.69657,                 1.3316,             0.00037942,             0.00037942,             0.00037942
                    144,                 0.5484,                0.36652,                0.93346,                0.93519,                0.83105,                0.87183,                0.66321,                 1.1893,                0.67927,                 1.3097,             0.00037706,             0.00037706,             0.00037706
                    145,                0.53841,                0.38483,                0.90071,                0.93519,                0.83105,                0.87183,                0.68027,                 1.1615,                0.69055,                 1.2883,             0.00037471,             0.00037471,             0.00037471
                    146,                0.51514,                0.36608,                0.87026,                0.92593,                0.80328,                0.85446,                0.65723,                 1.1476,                 0.7401,                 1.2793,             0.00037235,             0.00037235,             0.00037235
                    147,                0.51765,                0.37215,                0.88773,                0.92593,                0.80328,                0.86354,                0.66412,                 1.1298,                0.77447,                  1.274,             0.00036999,             0.00036999,             0.00036999
                    148,                0.52943,                0.36458,                0.88371,                0.92593,                0.80328,                0.86354,                0.66206,                 1.1189,                0.77715,                 1.2752,             0.00036764,             0.00036764,             0.00036764
                    149,                0.51264,                0.34564,                0.87758,                0.92593,                0.80328,                0.86354,                0.66402,                  1.136,                0.77048,                 1.2823,             0.00036528,             0.00036528,             0.00036528
                    150,                0.54956,                0.37825,                0.88442,                0.92593,                0.80328,                0.85446,                0.67532,                  1.137,                0.74935,                 1.2929,             0.00036293,             0.00036293,             0.00036293
