                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.1029,                0.93543,                 1.1566,                0.34259,                 0.2614,                0.32016,                0.22505,                 1.3784,                 1.6469,                 1.4212,             0.00066452,             0.00066452,             0.00066452
                     23,                 1.0518,                0.92571,                 1.1205,                  0.489,                0.43636,                0.47771,                0.32539,                 1.2991,                 1.6349,                 1.3054,             0.00066216,             0.00066216,             0.00066216
                     24,                 1.0607,                0.89853,                 1.1329,                0.42269,                0.37281,                0.45252,                0.27022,                 1.3045,                 2.1748,                 1.3387,             0.00065981,             0.00065981,             0.00065981
                     25,                 1.0715,                0.86252,                 1.0917,                0.59371,                0.35541,                0.46075,                0.30434,                 1.3579,                 1.6821,                 1.3554,             0.00065745,             0.00065745,             0.00065745
                     26,                 1.0195,                0.81328,                 1.0809,                0.48611,                0.24501,                0.36848,                0.25428,                 1.4037,                 1.3458,                 1.4065,             0.00065509,             0.00065509,             0.00065509
                     27,                 1.0305,                0.82538,                 1.1232,                0.58135,                0.37464,                0.48879,                0.34374,                 1.2891,                 1.3973,                 1.3861,             0.00065274,             0.00065274,             0.00065274
                     28,                 1.0893,                0.84316,                 1.1489,                0.74339,                0.52991,                0.64435,                0.46271,                 1.2964,                 1.3565,                 1.4265,             0.00065038,             0.00065038,             0.00065038
                     29,                0.98362,                0.80299,                 1.1348,                0.65657,                0.40028,                 0.5258,                0.37377,                 1.3323,                 1.4244,                 1.4211,             0.00064803,             0.00064803,             0.00064803
                     30,                 1.0758,                 0.8153,                 1.0943,                0.82407,                0.67179,                0.74706,                0.49596,                 1.3766,                 1.1535,                 1.4713,             0.00064567,             0.00064567,             0.00064567
                     31,                0.97756,                0.76489,                 1.0971,                0.86869,                0.50655,                0.68638,                0.49668,                 1.3216,                 1.1496,                 1.3698,             0.00064331,             0.00064331,             0.00064331
                     32,                0.97539,                0.72271,                 1.0518,                0.75926,                0.54288,                0.64947,                0.45191,                 1.3079,                 1.0979,                 1.3866,             0.00064096,             0.00064096,             0.00064096
                     33,                 1.0659,                0.72414,                 1.0667,                0.79545,                0.61695,                0.68715,                0.48081,                 1.2701,                 1.0421,                 1.3723,              0.0006386,              0.0006386,              0.0006386
                     34,                0.90202,                0.73193,                  1.047,                0.86667,                0.74031,                0.80422,                0.61913,                 1.2591,                 1.0447,                 1.3399,             0.00063625,             0.00063625,             0.00063625
                     35,                 0.9431,                0.67223,                 1.0552,                0.78968,                 0.7396,                0.80204,                0.57343,                 1.3009,                 1.0803,                  1.375,             0.00063389,             0.00063389,             0.00063389
                     36,                0.93715,                0.74514,                 1.0909,                0.87302,                0.69473,                0.79464,                0.56977,                 1.3069,                 1.0829,                 1.3592,             0.00063153,             0.00063153,             0.00063153
                     37,                0.94767,                0.68492,                 1.0381,                0.83769,                 0.7396,                0.80838,                0.57436,                 1.3228,                 1.0627,                 1.3559,             0.00062918,             0.00062918,             0.00062918
                     38,                0.91533,                0.68615,                 1.0543,                0.79032,                0.65698,                0.73935,                0.47563,                 1.3393,                 1.0493,                 1.3974,             0.00062682,             0.00062682,             0.00062682
                     39,                0.90915,                0.68613,                 1.0877,                0.78089,                0.59217,                0.69175,                0.48428,                 1.3334,                 1.0729,                 1.4117,             0.00062446,             0.00062446,             0.00062446
                     40,                0.90927,                0.74342,                 1.0598,                0.77116,                0.64217,                0.72923,                0.49651,                 1.2662,                 1.1276,                 1.3911,             0.00062211,             0.00062211,             0.00062211
                     41,                0.92075,                 0.7076,                  1.054,                0.67593,                0.58362,                0.67652,                0.51814,                 1.2717,                 1.3084,                 1.4359,             0.00061975,             0.00061975,             0.00061975
                     42,                0.93224,                0.70971,                 1.0426,                0.85592,                0.65698,                0.77311,                0.58202,                 1.3005,                 1.1472,                 1.4403,              0.0006174,              0.0006174,              0.0006174
                     43,                0.92756,                0.67841,                 1.0333,                0.84387,                0.69246,                0.79775,                 0.5751,                 1.2372,                 1.0344,                  1.374,             0.00061504,             0.00061504,             0.00061504
                     44,                0.84508,                0.62618,                 1.0014,                0.76296,                0.65513,                0.74017,                0.52766,                 1.2855,                 1.0418,                 1.3928,             0.00061268,             0.00061268,             0.00061268
                     45,                0.93361,                0.64954,                 1.0372,                0.59957,                0.50698,                0.59912,                0.41633,                 1.3418,                 1.0656,                 1.4461,             0.00061033,             0.00061033,             0.00061033
                     46,                0.86428,                0.70414,                 1.0421,                0.87179,                 0.7755,                0.85586,                0.55409,                 1.3329,                0.93607,                 1.4402,             0.00060797,             0.00060797,             0.00060797
                     47,                0.86167,                0.61682,                0.98702,                0.91232,                0.80824,                0.87699,                0.60106,                 1.3023,                 1.0238,                 1.4092,             0.00060561,             0.00060561,             0.00060561
                     48,                0.93846,                0.73879,                 1.0617,                0.94787,                0.64104,                0.79192,                0.56883,                 1.2826,                 1.1243,                 1.4141,             0.00060326,             0.00060326,             0.00060326
                     49,                0.91417,                0.69117,                 1.0556,                0.93519,                0.66624,                0.80303,                0.58711,                 1.3193,                 1.0981,                 1.4382,              0.0006009,              0.0006009,              0.0006009
                     50,                0.93662,                0.66269,                 1.0232,                0.93434,                0.70769,                0.82288,                0.63388,                 1.2189,                0.95314,                 1.3768,             0.00059855,             0.00059855,             0.00059855
                     51,                0.85632,                0.58018,                0.98942,                0.86228,                 0.7002,                0.82144,                0.61101,                 1.2382,                0.94275,                 1.3923,             0.00059619,             0.00059619,             0.00059619
                     52,                0.82199,                0.63223,                 1.0193,                0.95286,                0.65584,                0.80224,                0.59079,                 1.2379,                0.94754,                 1.3507,             0.00059383,             0.00059383,             0.00059383
                     53,                0.78834,                0.59321,                  1.004,                0.95286,                0.74473,                0.85468,                0.60661,                 1.2927,                0.80477,                 1.3726,             0.00059148,             0.00059148,             0.00059148
                     54,                0.81123,                0.61927,                 1.0408,                0.83165,                0.64359,                0.74434,                0.51351,                 1.3005,                0.86892,                 1.4284,             0.00058912,             0.00058912,             0.00058912
                     55,                0.78511,                0.57771,                0.96891,                0.91481,                0.74915,                 0.8635,                0.65146,                 1.2737,                0.92581,                 1.4298,             0.00058677,             0.00058677,             0.00058677
                     56,                0.86547,                0.59208,                0.99089,                0.91582,                0.62436,                0.80267,                0.57971,                 1.2851,                0.99567,                 1.4508,             0.00058441,             0.00058441,             0.00058441
                     57,                0.81196,                0.60428,                 1.0443,                0.93333,                0.66211,                0.82136,                0.64304,                 1.2051,                0.95125,                 1.4028,             0.00058205,             0.00058205,             0.00058205
                     58,                0.80004,                0.57955,                0.99859,                0.91296,                0.71994,                0.78783,                0.57943,                 1.1928,                0.86303,                 1.3959,              0.0005797,              0.0005797,              0.0005797
                     59,                0.77597,                0.56854,                 1.0265,                0.79595,                0.68855,                0.71503,                 0.5348,                 1.2133,                0.88885,                 1.4274,             0.00057734,             0.00057734,             0.00057734
                     60,                0.81713,                0.56328,                  1.012,                 0.7963,                0.66994,                0.75808,                0.58327,                 1.1901,                0.91437,                  1.414,             0.00057498,             0.00057498,             0.00057498
                     61,                0.81996,                 0.5872,                0.99762,                0.85185,                 0.7255,                0.83044,                0.61184,                 1.2204,                0.95592,                 1.4059,             0.00057263,             0.00057263,             0.00057263
                     62,                0.79248,                0.53515,                0.99614,                0.94074,                0.79402,                0.87125,                0.65816,                 1.2312,                0.84336,                 1.4073,             0.00057027,             0.00057027,             0.00057027
                     63,                0.79444,                 0.5529,                0.99981,                0.96343,                0.83105,                 0.9053,                0.65711,                 1.2555,                0.70101,                 1.4219,             0.00056792,             0.00056792,             0.00056792
                     64,                0.78999,                0.56369,                0.99784,                0.95986,                0.80739,                0.88604,                0.67186,                 1.2349,                  0.691,                  1.433,             0.00056556,             0.00056556,             0.00056556
                     65,                0.79018,                0.51533,                 0.9757,                0.92241,                 0.8672,                0.92271,                0.66662,                  1.212,                0.72177,                 1.4053,              0.0005632,              0.0005632,              0.0005632
                     66,                0.77839,                0.50994,                0.97854,                 0.9115,                0.84437,                 0.9116,                0.65591,                 1.2673,                0.79161,                 1.4269,             0.00056085,             0.00056085,             0.00056085
                     67,                0.73131,                0.51738,                0.95516,                0.92508,                0.82251,                 0.8914,                0.65138,                 1.2796,                0.83018,                 1.4235,             0.00055849,             0.00055849,             0.00055849
                     68,                0.77736,                0.53048,                0.99981,                0.91768,                0.79473,                0.86779,                0.65206,                 1.2628,                0.85842,                 1.4128,             0.00055613,             0.00055613,             0.00055613
                     69,                0.77297,                0.53109,                0.99238,                0.90101,                0.81695,                0.86923,                0.64769,                 1.2676,                0.87788,                 1.4073,             0.00055378,             0.00055378,             0.00055378
                     70,                0.79692,                0.53249,                0.98043,                0.90101,                0.79473,                0.85949,                0.63202,                 1.3038,                0.84278,                 1.4693,             0.00055142,             0.00055142,             0.00055142
                     71,                0.80061,                0.50776,                0.96134,                0.85286,                0.76695,                0.86418,                0.64343,                 1.3282,                0.82274,                 1.4741,             0.00054907,             0.00054907,             0.00054907
                     72,                0.80088,                 0.5034,                0.98474,                0.90167,                0.76695,                0.87262,                0.66259,                 1.3212,                0.83528,                 1.4287,             0.00054671,             0.00054671,             0.00054671
                     73,                0.82339,                0.53369,                0.97207,                0.89957,                0.80328,                 0.8919,                0.66593,                 1.2947,                0.83393,                 1.3937,             0.00054435,             0.00054435,             0.00054435
                     74,                0.78843,                0.50539,                0.95747,                0.90657,                0.80954,                0.89517,                0.65774,                 1.2734,                0.81359,                 1.4111,               0.000542,               0.000542,               0.000542
                     75,                0.77416,                0.51919,                 1.0164,                0.90824,                0.74607,                 0.8674,                0.65875,                 1.2106,                0.85698,                 1.3399,             0.00053964,             0.00053964,             0.00053964
                     76,                0.75181,                0.53725,                0.98715,                0.93096,                0.78029,                0.88935,                0.65825,                 1.1955,                0.82663,                 1.3054,             0.00053728,             0.00053728,             0.00053728
                     77,                0.71226,                0.50612,                0.96801,                 0.9422,                0.80703,                0.89618,                0.64967,                 1.2426,                0.81111,                  1.352,             0.00053493,             0.00053493,             0.00053493
                     78,                0.72639,                 0.5071,                0.97854,                 0.9463,                 0.7755,                0.86355,                 0.6159,                 1.2711,                0.84919,                 1.3742,             0.00053257,             0.00053257,             0.00053257
                     79,                0.71838,                0.48243,                0.95489,                0.91667,                0.76624,                0.85846,                0.61399,                 1.2677,                0.84368,                 1.3451,             0.00053022,             0.00053022,             0.00053022
                     80,                0.74511,                 0.4919,                0.96254,                 0.9537,                0.73846,                 0.8508,                0.62626,                 1.2046,                0.81544,                 1.3097,             0.00052786,             0.00052786,             0.00052786
                     81,                0.70606,                0.48511,                0.93443,                0.91416,                0.74402,                0.84451,                0.62461,                 1.1706,                0.81231,                 1.2921,              0.0005255,              0.0005255,              0.0005255
                     82,                0.70603,                0.48936,                0.95172,                0.91561,                0.77179,                0.86349,                0.64745,                 1.1959,                0.81572,                 1.2953,             0.00052315,             0.00052315,             0.00052315
                     83,                0.70523,                 0.4779,                0.92419,                0.93542,                0.77126,                0.85657,                0.62868,                 1.2024,                0.82924,                 1.2992,             0.00052079,             0.00052079,             0.00052079
                     84,                0.69711,                0.49778,                0.94536,                0.93783,                0.77179,                0.85522,                0.63117,                 1.2251,                0.78397,                 1.3123,             0.00051844,             0.00051844,             0.00051844
                     85,                0.68762,                0.47882,                0.95299,                0.93783,                0.80883,                0.87843,                 0.6414,                 1.2548,                0.76047,                 1.3613,             0.00051608,             0.00051608,             0.00051608
                     86,                0.65214,                0.48049,                0.95308,                0.93854,                 0.7896,                0.87677,                0.65694,                 1.2291,                0.80628,                 1.3738,             0.00051372,             0.00051372,             0.00051372
                     87,                0.73222,                0.53174,                 0.9767,                0.93783,                0.78105,                0.87229,                  0.677,                 1.1991,                0.81563,                 1.3763,             0.00051137,             0.00051137,             0.00051137
                     88,                0.66289,                0.45178,                0.93619,                0.93783,                0.78105,                0.87229,                0.66941,                 1.2107,                0.83063,                 1.4087,             0.00050901,             0.00050901,             0.00050901
                     89,                0.73379,                0.51667,                0.95282,                0.90079,                0.80883,                0.88078,                0.64854,                 1.2133,                0.79721,                 1.4146,             0.00050665,             0.00050665,             0.00050665
                     90,                0.65346,                0.44171,                0.93434,                 0.9122,                0.80883,                0.88013,                0.67801,                 1.1998,                0.80436,                 1.3873,              0.0005043,              0.0005043,              0.0005043
                     91,                0.68442,                0.47489,                0.94234,                0.90645,                0.80452,                0.87865,                0.66916,                 1.1612,                 0.7907,                 1.3388,             0.00050194,             0.00050194,             0.00050194
                     92,                0.65932,                0.44763,                0.94583,                0.91638,                 0.7789,                0.86972,                0.64423,                  1.193,                0.87503,                 1.3556,             0.00049959,             0.00049959,             0.00049959
                     93,                 0.7141,                0.48249,                 0.9413,                0.90558,                0.73105,                0.81961,                0.59996,                 1.2341,                0.90899,                  1.369,             0.00049723,             0.00049723,             0.00049723
                     94,                 0.6817,                0.46434,                0.92036,                0.88905,                0.80328,                0.84823,                0.62947,                 1.2099,                0.83487,                 1.3278,             0.00049487,             0.00049487,             0.00049487
                     95,                0.75537,                0.47519,                0.95524,                0.90303,                0.83105,                0.87163,                0.65411,                 1.2118,                0.78756,                 1.3126,             0.00049252,             0.00049252,             0.00049252
                     96,                0.65612,                0.46219,                0.95299,                0.89957,                0.83105,                0.87163,                0.64729,                 1.2248,                 0.8235,                 1.3567,             0.00049016,             0.00049016,             0.00049016
                     97,                 0.6835,                0.47031,                0.95254,                0.87343,                0.76624,                0.82573,                0.61194,                 1.2305,                0.89066,                 1.3708,              0.0004878,              0.0004878,              0.0004878
                     98,                0.66517,                0.43957,                 0.9452,                0.75026,                0.71651,                0.76562,                0.57777,                 1.2182,                 0.8959,                 1.3397,             0.00048545,             0.00048545,             0.00048545
                     99,                0.67136,                 0.4472,                0.91923,                0.76297,                0.71311,                0.77565,                0.58801,                 1.2206,                0.90005,                 1.3345,             0.00048309,             0.00048309,             0.00048309
                    100,                0.68732,                0.45597,                0.94771,                0.81217,                0.78105,                0.84509,                0.64797,                 1.1918,                 0.9314,                 1.3015,             0.00048074,             0.00048074,             0.00048074
                    101,                0.63134,                0.41072,                0.91347,                0.84959,                0.78881,                0.86135,                0.65052,                 1.1766,                 0.8756,                 1.3011,             0.00047838,             0.00047838,             0.00047838
                    102,                0.73989,                0.47846,                0.94429,                 0.8955,                0.80328,                0.86216,                0.65628,                 1.1575,                0.87721,                 1.3314,             0.00047602,             0.00047602,             0.00047602
                    103,                0.63813,                0.43109,                0.92653,                0.89587,                0.80328,                0.86384,                0.67844,                 1.1134,                 0.8334,                 1.3113,             0.00047367,             0.00047367,             0.00047367
                    104,                0.64226,                0.42771,                0.92946,                0.76133,                0.67302,                0.74561,                0.57096,                 1.1487,                 0.8081,                 1.3444,             0.00047131,             0.00047131,             0.00047131
                    105,                0.60733,                0.40389,                0.89853,                0.75529,                0.70584,                0.74834,                0.56498,                 1.2011,                0.79838,                  1.392,             0.00046896,             0.00046896,             0.00046896
                    106,                0.66639,                0.41352,                0.93124,                0.84978,                0.81695,                0.85677,                0.68485,                 1.1788,                0.76397,                 1.3675,              0.0004666,              0.0004666,              0.0004666
                    107,                0.64249,                0.43292,                0.92151,                0.86325,                0.80769,                0.85919,                0.63809,                 1.1994,                0.75592,                 1.3682,             0.00046424,             0.00046424,             0.00046424
                    108,                0.62986,                0.42783,                0.94653,                0.86657,                0.80769,                0.85919,                 0.6522,                 1.2262,                  0.755,                 1.3763,             0.00046189,             0.00046189,             0.00046189
                    109,                0.64969,                 0.4399,                0.95833,                0.87174,                0.81593,                0.86324,                0.65372,                 1.2156,                0.73952,                 1.3874,             0.00045953,             0.00045953,             0.00045953
                    110,                0.60329,                  0.405,                0.90026,                0.85822,                0.83747,                0.86604,                0.64184,                 1.2354,                0.82091,                 1.3581,             0.00045717,             0.00045717,             0.00045717
                    111,                0.60345,                0.43341,                0.92443,                0.91809,                0.89031,                0.88701,                0.65197,                  1.234,                0.82328,                 1.3621,             0.00045482,             0.00045482,             0.00045482
                    112,                0.62853,                0.40903,                0.91438,                0.92593,                0.86809,                0.88785,                0.63373,                  1.249,                0.82503,                 1.3835,             0.00045246,             0.00045246,             0.00045246
                    113,                0.60269,                0.41494,                0.91942,                0.92508,                0.85954,                0.87408,                0.63245,                 1.2417,                0.84949,                 1.4276,             0.00045011,             0.00045011,             0.00045011
                    114,                0.61079,                0.40228,                0.90909,                0.87248,                0.73421,                0.84111,                0.62612,                 1.2428,                0.92225,                  1.447,             0.00044775,             0.00044775,             0.00044775
                    115,                0.64181,                0.45687,                0.94197,                 0.9037,                0.76624,                0.83662,                0.63233,                 1.2103,                 0.9189,                 1.4194,             0.00044539,             0.00044539,             0.00044539
                    116,                0.59521,                0.40191,                0.91278,                0.86323,                0.70382,                0.79262,                0.60633,                 1.1916,                0.86103,                  1.416,             0.00044304,             0.00044304,             0.00044304
                    117,                0.60856,                0.41595,                0.89994,                0.83723,                0.70424,                0.80415,                0.61207,                 1.2303,                0.82702,                 1.4361,             0.00044068,             0.00044068,             0.00044068
                    118,                0.61697,                0.41239,                0.91077,                0.84755,                0.71358,                 0.8004,                0.60662,                  1.237,                0.83644,                 1.4234,             0.00043832,             0.00043832,             0.00043832
                    119,                0.60375,                0.41834,                0.90534,                0.88734,                0.71624,                0.80031,                0.63551,                  1.208,                0.82948,                 1.4015,             0.00043597,             0.00043597,             0.00043597
                    120,                0.57258,                0.38827,                0.88316,                0.82699,                0.73846,                 0.8155,                0.63029,                 1.2031,                0.85127,                 1.3971,             0.00043361,             0.00043361,             0.00043361
                    121,                0.60223,                0.41723,                0.89883,                0.75309,                 0.7148,                0.75791,                0.56089,                  1.189,                0.87145,                 1.4039,             0.00043126,             0.00043126,             0.00043126
                    122,                0.66598,                0.42743,                0.95095,                0.74784,                0.74978,                0.79224,                0.58368,                 1.1991,                0.89055,                 1.4168,              0.0004289,              0.0004289,              0.0004289
                    123,                0.56969,                0.39029,                0.91947,                0.83732,                0.77991,                 0.8598,                0.65477,                 1.1954,                0.84505,                 1.4179,             0.00042654,             0.00042654,             0.00042654
                    124,                0.60361,                 0.4184,                  0.901,                0.88968,                 0.8255,                0.86892,                0.63919,                 1.2154,                0.82115,                 1.3904,             0.00042419,             0.00042419,             0.00042419
                    125,                0.56997,                0.40722,                0.90159,                0.88624,                0.78846,                0.84243,                0.63421,                 1.1763,                0.80408,                 1.3812,             0.00042183,             0.00042183,             0.00042183
                    126,                0.58668,                0.42428,                0.92974,                0.89418,                0.71296,                0.80513,                0.60291,                 1.1878,                0.82655,                 1.3715,             0.00041947,             0.00041947,             0.00041947
                    127,                0.55687,                 0.3866,                0.90937,                0.89947,                0.74501,                0.82058,                0.61846,                 1.2145,                0.82475,                 1.4071,             0.00041712,             0.00041712,             0.00041712
                    128,                0.54971,                0.38768,                0.90609,                0.92068,                0.77834,                0.84614,                0.62545,                 1.2128,                0.80431,                 1.4076,             0.00041476,             0.00041476,             0.00041476
                    129,                0.52014,                0.38171,                0.88409,                0.93122,                0.81738,                0.87622,                0.64704,                 1.2027,                0.79523,                 1.4126,             0.00041241,             0.00041241,             0.00041241
                    130,                0.58062,                0.41792,                0.91113,                0.93122,                0.81738,                 0.8799,                0.64902,                 1.1906,                0.76028,                 1.3979,             0.00041005,             0.00041005,             0.00041005
                    131,                0.56679,                0.38726,                0.91695,                0.94652,                0.85442,                0.88879,                0.67753,                 1.1503,                0.74041,                 1.3917,             0.00040769,             0.00040769,             0.00040769
                    132,                0.55173,                0.38169,                0.87506,                0.88549,                0.86061,                0.89367,                0.67076,                 1.1824,                 0.7501,                 1.4186,             0.00040534,             0.00040534,             0.00040534
                    133,                0.56319,                0.37578,                0.89337,                0.89035,                0.86233,                 0.9133,                  0.669,                 1.2085,                0.79043,                 1.4136,             0.00040298,             0.00040298,             0.00040298
                    134,                0.54356,                0.37521,                0.89463,                0.90175,                0.88018,                0.91193,                0.68527,                  1.203,                0.79671,                 1.4048,             0.00040063,             0.00040063,             0.00040063
                    135,                 0.5319,                0.37816,                 0.8974,                0.90024,                0.86522,                0.90091,                0.67747,                 1.1883,                0.76415,                 1.3905,             0.00039827,             0.00039827,             0.00039827
                    136,                0.55639,                 0.3762,                0.89061,                 0.9151,                0.88177,                0.89716,                0.67114,                 1.2161,                0.76513,                 1.3941,             0.00039591,             0.00039591,             0.00039591
                    137,                0.51466,                 0.3924,                 0.8778,                 0.8944,                0.85682,                0.88769,                0.65795,                 1.2457,                0.79315,                 1.3943,             0.00039356,             0.00039356,             0.00039356
                    138,                0.54476,                0.38036,                0.89881,                0.90984,                0.86809,                0.89501,                0.67199,                 1.2156,                0.79036,                 1.3637,              0.0003912,              0.0003912,              0.0003912
                    139,                0.54254,                0.39792,                0.89584,                0.88704,                0.86809,                0.88646,                0.66266,                 1.1711,                 0.7656,                 1.3502,             0.00038884,             0.00038884,             0.00038884
                    140,                0.53612,                0.38688,                  0.902,                0.91086,                0.80483,                 0.8672,                0.63476,                 1.1796,                0.74127,                 1.3732,             0.00038649,             0.00038649,             0.00038649
                    141,                0.59964,                0.39458,                0.90463,                0.92593,                0.81809,                0.88026,                0.67059,                   1.19,                0.72909,                 1.3708,             0.00038413,             0.00038413,             0.00038413
                    142,                0.54898,                0.36577,                0.89712,                0.92844,                0.81809,                0.88026,                0.67132,                 1.1881,                0.73183,                 1.3822,             0.00038178,             0.00038178,             0.00038178
                    143,                0.53461,                0.36563,                0.89758,                0.92147,                0.81809,                0.87956,                0.67357,                 1.1696,                0.73024,                 1.3697,             0.00037942,             0.00037942,             0.00037942
                    144,                0.54694,                0.37626,                   0.93,                0.92738,                0.81736,                0.87956,                0.67101,                   1.18,                0.72875,                 1.3711,             0.00037706,             0.00037706,             0.00037706
                    145,                0.52396,                0.38728,                0.89576,                0.91847,                 0.8146,                0.88026,                0.67092,                 1.1867,                0.70099,                 1.3786,             0.00037471,             0.00037471,             0.00037471
                    146,                0.52099,                0.37415,                0.87437,                0.89647,                0.76541,                0.84798,                0.64069,                 1.1919,                0.71775,                 1.3903,             0.00037235,             0.00037235,             0.00037235
                    147,                 0.5074,                0.35752,                0.89283,                0.90701,                0.79223,                0.86931,                0.66177,                 1.1876,                 0.7311,                 1.4019,             0.00036999,             0.00036999,             0.00036999
                    148,                0.51757,                0.35813,                0.87934,                0.90379,                0.77151,                0.85424,                0.64832,                 1.2135,                0.79382,                  1.407,             0.00036764,             0.00036764,             0.00036764
                    149,                0.51981,                0.34854,                0.87767,                0.86544,                0.77806,                0.85429,                0.64655,                 1.2046,                0.84211,                 1.3793,             0.00036528,             0.00036528,             0.00036528
                    150,                0.54783,                0.36461,                0.88034,                0.88499,                0.75611,                0.84347,                0.64431,                 1.2015,                0.87304,                 1.3617,             0.00036293,             0.00036293,             0.00036293
                    151,                0.60737,                0.38318,                0.88424,                0.90397,                0.83661,                0.86918,                0.64662,                 1.1723,                 0.8823,                 1.3311,             0.00036057,             0.00036057,             0.00036057
                    152,                0.55851,                0.34957,                0.92715,                0.90214,                0.85028,                0.87449,                0.64958,                 1.1853,                0.85042,                 1.3272,             0.00035821,             0.00035821,             0.00035821
                    153,                0.56899,                0.38348,                0.89574,                0.90954,                0.82251,                0.84933,                0.63539,                 1.1738,                0.79501,                 1.3526,             0.00035586,             0.00035586,             0.00035586
                    154,                0.55662,                0.40516,                0.90601,                0.91495,                0.82251,                0.85947,                0.64837,                 1.1794,                0.76767,                 1.3498,              0.0003535,              0.0003535,              0.0003535
